date,location,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,rolling_3d_temp,rolling_3d_rh,rolling_7d_temp,rolling_7d_rh,rolling_14d_temp,rolling_14d_rh,rolling_30d_temp,rolling_30d_rh,rain_sum_30d,rain_sum_7d,lag_1d_temp,lag_1d_rh,lag_3d_temp,lag_3d_rh,lag_7d_temp,lag_7d_rh,consecutive_dry_days,consecutive_wet_days,temp_trend_7d_slope,rh_trend_7d_slope,vpd,heat_index,day_sin,day_cos,risk_score,risk_level
2018-01-15,coimbatore,8.719943343449007,78.24669090675573,24.906824167923336,29.81118420714533,22.744714894161255,66.83592541986502,3.476601455360144,0.36483735560093866,20.397413745030075,23.711424726127063,65.08879576411424,23.892811564569403,71.5401196367515,23.736816635469637,67.19936772538672,23.70055859838694,67.20961084157425,15.600426313164554,10.133004765699122,23.077801988356132,70.61371601378639,26.876776580076815,77.56706863779073,21.976600441968674,66.82975730796879,1,0,0.3629742721592612,-1.7877792601501352,1.044747572666759,28.24862043891659,0.2551824131233728,0.9668929289391521,0.0,Low
2018-01-26,coimbatore,8.719943343449007,78.24669090675573,23.244924609642048,25.47191251787741,18.466529553975747,47.4492021196848,1.0335771068833683,0.0,18.426238545057846,25.285039698957558,60.070055439294954,24.00135860814506,61.27628000923339,24.143365599975663,64.11187396202969,23.93773935373393,65.78630810768026,28.811418724308442,8.205920952318952,26.93020642977297,59.06484058446792,21.82772807166789,65.54100252986612,26.406288701354438,68.38935938732794,2,0,0.3665663743433036,-1.0944912252379713,1.4983950366453331,25.617384715626287,0.4324994021339788,0.901634220265486,0.0,Low
2018-02-02,coimbatore,8.719943343449007,78.24669090675573,23.205256617238454,28.137461798069207,18.76165786130752,65.84065033806182,2.143543934689531,9.88730759994888,20.49758622230295,24.365179494934694,66.2394891449927,24.87807024730889,63.887376343063714,24.439714427726976,62.581828176148555,24.236221310487217,65.89520202684626,45.82235336456194,18.493427538947554,24.688107619816652,63.764560255469725,23.235580573944468,59.738027845113436,23.244924609642048,47.4492021196848,0,3,-0.41917980418398526,0.6850711781583042,0.9716646623859406,26.497289134141546,0.5376773767406141,0.8431506618282,20.0,Low
2018-02-06,coimbatore,8.719943343449007,78.24669090675573,22.827477543024543,25.82461092720567,18.977552583735005,73.5030414506271,0.9386883484318476,1.8131690320439706,16.929211524089503,23.691829405594287,63.93264991359126,24.012392302923722,62.36987373044216,24.642344175978344,61.80660352838913,24.174560832735228,65.16642420069552,43.91979000856582,14.514875214660519,22.879229449494016,59.16265817871852,23.915719418879096,46.072698937343205,23.235580573944468,59.738027845113436,0,1,-0.3063686374211679,-0.09795894830694246,0.7366829266750972,26.502629615555897,0.5943761565849831,0.804187157621448,0.0,Low
2018-02-07,coimbatore,8.719943343449007,78.24669090675573,22.77806274235048,26.941166626673414,20.4107982226638,58.9392618048696,3.5520283587039727,0.0,22.924105181404006,22.82825657828968,63.86832047807172,23.66609065929536,60.91644586807403,24.435063796327835,60.752541970613244,24.201276242747955,64.90340768392554,43.65059374783453,13.218213019974813,22.827477543024543,73.5030414506271,25.3687812242643,59.132250111428206,25.202174247748978,69.11325684144657,1,0,-0.26864938393612026,0.4978159326680596,1.1381810141779425,25.725025832593957,0.6081214998935418,0.7938439653781019,20.0,Low
2018-02-09,coimbatore,8.719943343449007,78.24669090675573,25.25408928634819,27.535431648553843,22.61165793210165,53.557293324189004,0.8671022425334725,0.0,16.703839043842315,23.875769196045013,55.587707912530085,23.802645031971,57.80482463081533,24.340357639639944,60.84610048693953,24.35701101004132,63.639179562479036,39.29053286575685,1.8131690320439706,23.59515555943638,54.26656860853169,22.827477543024543,73.5030414506271,23.205256617238454,65.84065033806182,3,0,0.013096127343139932,0.4463937064605533,1.4936156962849712,27.93195395255764,0.6350683134867438,0.7724559775191742,20.0,Low
2018-02-20,coimbatore,8.719943343449007,78.24669090675573,25.274089348342333,28.569206741242052,21.646203179161905,59.717944274351375,2.561797831735973,0.0,23.07667329483727,24.3214561426217,57.65332922094104,24.347918058088432,57.02939497821033,24.414277591776713,57.467227840847606,24.45323353222921,59.943059580852136,43.60597084073342,6.324348963041096,25.4386625663403,49.390364869806376,21.43280019884939,61.89221738908333,25.867376248027,65.70122329289143,2,0,-0.050174194645573086,-0.040429619900555824,1.2970278803337982,28.2599865620599,0.7690308592589181,0.6392116531380588,0.0,Low
2018-02-21,coimbatore,8.719943343449007,78.24669090675573,23.54152469548561,27.693465914392284,19.581657293101074,55.77897937492985,2.1387616414160684,0.0,20.159151103273054,24.75142553672275,54.962429506362525,24.19417201184253,56.244593304960446,24.468810588429218,57.241493381566194,24.40539858385748,59.705120702470346,39.13787746226886,5.185230752225472,25.274089348342333,59.717944274351375,22.25161651318246,63.85167851866541,24.617747019206934,61.27259108767899,3,0,-0.09802648905037403,0.43176815252920625,1.2836403601574033,26.330473664232102,0.7799125224167177,0.6258885343075018,20.0,Low
2018-02-22,coimbatore,8.719943343449007,78.24669090675573,28.768056568888788,32.25607836447524,24.043234389385113,49.2996431049005,2.691574105797484,0.0,14.35170341689771,25.861223537572243,54.93218891806057,24.720703618448397,55.28460968171422,24.838303517675822,56.88671298844967,24.63674286709817,59.16374205497149,38.14083780132036,5.185230752225472,23.54152469548561,55.77897937492985,25.4386625663403,49.390364869806376,25.08233532264772,56.01952846762408,4,0,0.5189130436053251,-0.3444857742395576,2.003829251754714,31.233038724133813,0.7905633969115482,0.612380204990065,0.0,Low
2018-02-25,coimbatore,8.719943343449007,78.24669090675573,27.718854202278475,30.586498006700243,25.360663591828985,45.20392057104242,2.010992677703109,0.0,19.63604449460965,25.645129045939512,51.130541241950674,25.70824575955365,52.5112221928343,24.886418619653313,55.36811493927207,24.67275180179637,58.269790635237065,37.030238733526794,0.0,25.11692122688197,55.578641752476656,28.768056568888788,49.2996431049005,22.25161651318246,63.85167851866541,7,0,0.253011631359511,-0.8574234254513657,2.037587968850141,29.979050230830595,0.8211001178128892,0.5707841943569036,35.0,Medium
2018-02-26,coimbatore,8.719943343449007,78.24669090675573,25.060299727050243,29.472047188475276,21.774383296013696,60.11548750295503,2.540532845823308,0.6166870753209146,20.23209836304791,25.96535838540356,53.63268327549136,25.654193925369356,54.04338256899839,25.043433627420654,55.96376584635723,24.623620562304062,58.24192904785806,36.04646647300946,0.6166870753209146,27.718854202278475,45.20392057104242,24.099611708658085,52.609061402332976,25.4386625663403,49.390364869806376,8,0,0.14507695741795235,-0.4885174740852736,1.267997847293659,28.066074102197994,0.8307970168121247,0.5565755266413303,35.0,Medium
2018-02-28,coimbatore,8.719943343449007,78.24669090675573,26.816375271045846,29.04598395048524,23.030343943455676,49.78995965610079,3.1528051935514947,0.0,17.627644356959976,25.575828124787122,53.19089267658382,26.061561154438383,51.75199212292915,25.127866583140452,53.9982927139448,24.636488858527958,57.29704193218363,31.855204452516702,0.6166870753209146,24.850809376265282,49.66723087069569,27.718854202278475,45.20392057104242,23.54152469548561,55.77897937492985,10,0,-0.157473930648076,0.0044333693144547465,1.7709640332282324,29.305873253850887,0.8494504794814806,0.527668345562516,35.0,Medium
2018-03-01,coimbatore,8.719943343449007,78.24669090675573,25.19883758171668,28.08991708500734,21.173432706592685,59.00528409515218,1.2605633680624906,0.0,18.855677800866758,25.622007409675934,52.82082487398287,25.551672727699508,53.138512264393675,25.136188173073954,54.211560973053956,24.701930758787032,57.27261714051826,31.855204452516702,0.6166870753209146,26.816375271045846,49.78995965610079,25.060299727050243,60.11548750295503,28.768056568888788,49.2996431049005,11,0,0.1367336029103705,0.4312362209056843,1.3140817749762945,28.14910178647429,0.8584015232918917,0.512978386299228,55.0,Medium
2018-03-05,coimbatore,8.719943343449007,78.24669090675573,28.409573026512426,32.32462376582596,23.871430494415677,48.01691549221182,2.977658693331103,0.0,18.73229581156262,27.594342846497966,51.47691438508923,26.662290485637786,52.005958745157166,26.158242205503573,53.02467065707778,25.127222534345485,55.96555281457926,19.153498269900155,0.0,27.12743786025039,53.554631757383135,26.9869826309428,51.14849343888375,25.060299727050243,60.11548750295503,15,0,0.47662843572017694,-0.12741750437022523,2.0122726049764843,30.810418801123017,0.8916401947968874,0.45274469960737107,35.0,Medium
2018-03-06,coimbatore,8.719943343449007,78.24669090675573,26.145298381511235,30.696200340341843,22.450085793462108,49.89666708110587,1.5676880387864238,0.0,17.48863288493197,27.227436422758018,50.489404776900265,26.847217486387212,52.03873534664433,26.220471422158493,52.32315085756024,25.153106439587045,55.65770004690185,19.153498269900155,0.0,28.409573026512426,48.01691549221182,27.246017652731087,52.85919590567277,24.850809376265282,49.66723087069569,16,0,0.16245340893911636,-0.6875170218702169,1.6987133980002178,28.640131735566527,0.8992961915530253,0.4373400963303323,35.0,Medium
2018-03-08,coimbatore,8.719943343449007,78.24669090675573,26.76284702104338,30.391863162355524,23.71391689409942,53.57073012925097,0.9842786988203749,0.0,17.150292648119276,26.3198335067169,52.39717049878905,26.961358812941057,51.82439258435981,26.256515770320284,52.48145242437675,25.390022944457744,54.812004873099035,17.34032923785618,0.0,26.051355117596085,53.72411428601035,28.409573026512426,48.01691549221182,25.19883758171668,59.00528409515218,18,0,-0.14442397781097935,0.19066364841069783,1.6324692598527628,29.44138352750593,0.9138076496466615,0.40614723863057883,35.0,Medium
2018-03-12,coimbatore,8.719943343449007,78.24669090675573,27.802664068563427,29.818329655955203,23.176583144452852,40.99247846777078,2.9376407112930263,0.0,5.951419708330594,27.27744821707353,53.9584205187111,26.217483504257725,53.82995141550293,26.439886994947752,52.917955080330046,25.683483692582985,54.34369918385247,9.019728969028417,1.0318522011580724,26.649653291715943,62.95041105636344,22.730539358432765,57.742886856020014,28.409573026512426,48.01691549221182,1,0,0.242352631403363,-0.13922608559110194,2.2049431412646285,29.852287991951965,0.9395699859530622,0.342356891994542,0.0,Low
2018-03-14,coimbatore,8.719943343449007,78.24669090675573,29.417291356702698,32.34550582865199,26.209436256207375,50.01466849479231,2.3540131044252663,0.0,13.453102404750819,27.729849091037405,50.400053639221426,26.673230605035076,54.770937284471124,26.705579749036158,53.68584736055127,25.87177906392355,54.48505918078385,12.776928264178306,4.789051496307959,25.969591847846086,60.19301395510122,26.649653291715943,62.95041105636344,26.051355117596085,53.72411428601035,1,0,0.530859812979531,-0.810993723908637,2.051045011147367,31.918024781442313,0.9507903724625832,0.3098349038318025,0.0,Low
2018-03-16,coimbatore,8.719943343449007,78.24669090675573,28.82380951278418,33.464117589987694,25.91376027575529,55.16438614737485,1.170619390198358,0.0,8.84120050512325,28.471435618690972,54.34579525675709,27.602320479305657,55.01509446878655,26.97780798380121,53.8907716277972,26.05550880499476,54.02002261061413,10.590969323854345,4.789051496307959,27.173205986586034,57.858331128104126,25.969591847846086,60.19301395510122,22.730539358432765,57.742886856020014,3,0,0.2497528336931545,-0.33806883869177906,1.7777644912432389,31.58202882015292,0.9608854255574977,0.27694620226893646,0.0,Low
2018-03-18,coimbatore,8.719943343449007,78.24669090675573,28.442114601516852,31.890569773802323,24.580077245072932,64.33470384357084,2.92590208906066,5.338010162576832,22.05257335414932,28.053635919780948,55.73028938371775,27.789094431291584,53.74990859956024,27.046639607628155,54.291675509277376,26.186061721190132,54.31820638714385,15.928979486431178,9.09520945772672,26.894983645041822,47.69177816020761,27.173205986586034,57.858331128104126,26.649653291715943,62.95041105636344,0,1,0.11341619104761612,1.7919257925069807,1.383218701901988,31.658849793695396,0.969843196967294,0.24372971360968387,20.0,Low
2018-03-19,coimbatore,8.719943343449007,78.24669090675573,25.495200829514523,28.32524931435708,20.926649823653953,58.131670993085294,3.675949253688298,0.0,12.000556476067688,26.9440996920244,56.719384332287895,27.459456825713172,56.19836467460517,26.838470164985445,55.01415804505405,26.32147507554563,54.192854840610586,12.74658805978991,9.09520945772672,28.442114601516852,64.33470384357084,28.82380951278418,55.16438614737485,27.802664068563427,40.99247846777078,1,0,-0.13041960381823708,0.43891031584331314,1.3659238393000157,28.401784379168788,0.9738922359149924,0.22701082094141847,20.0,Low
2018-03-22,coimbatore,8.719943343449007,78.24669090675573,28.055820450936974,30.409391862040046,25.30958915356537,43.875342336667,2.2595541498521996,0.0,17.173742173251235,26.788217652775312,56.15516366724959,27.145823078169048,56.2554328779982,26.93883819628368,55.819442295438456,26.568151226560996,54.04303828524144,10.876168416412984,5.4704298447841095,27.689623763380034,69.3105016137484,25.495200829514523,58.131670993085294,27.173205986586034,57.858331128104126,4,0,-0.16205688594189593,0.011259238668596816,2.1283779319020955,30.249587567770323,0.984305844499033,0.17647097349152166,0.0,Low
2018-03-25,coimbatore,8.719943343449007,78.24669090675573,27.741408793518456,32.10248560778876,23.14627163468317,42.79634157748835,2.756008544811706,0.0,22.674808949148172,27.86441335488891,50.162648594349,27.064727693215314,53.86930111112588,27.42691106225345,53.80960485534306,26.807619462948807,53.8030470152709,10.876168416412984,0.13241968220727757,27.824118508727565,55.937800402713926,28.055820450936974,43.875342336667,28.442114601516852,64.33470384357084,7,0,0.48166187216034784,-2.2230849769619048,2.129914593637432,29.881225872392875,0.992098522791769,0.12546123335273648,35.0,Medium
2018-03-29,coimbatore,8.719943343449007,78.24669090675573,30.32767663160116,32.87548189392062,26.377676376679133,57.91495614636975,2.7095919160010316,0.0,18.971921472346615,31.333473613617155,54.69237572307253,29.576605502262044,51.49736068309817,28.361214290215543,53.876396780548184,27.497489926905192,53.783990291986576,10.25948134109207,0.0,32.48174706050034,47.06070785967873,29.442577610316107,45.916451829422556,28.055820450936974,43.875342336667,11,0,0.7023120380827992,0.6083711975066233,1.819533087179356,33.22342443891965,0.998376906467142,0.056952196034039754,55.0,Medium
2018-04-02,coimbatore,8.719943343449007,78.24669090675573,28.873695299445128,33.248079836006,24.080315627471474,58.682872844829646,2.050964677654625,0.0,18.766909815504874,29.934552056020603,52.51994687453342,29.87766132440564,52.49318174217817,28.753149993153446,52.30872577210469,27.79398977002358,53.46973068966058,10.426660935014223,0.16717959392215404,30.497738402196124,31.94786144455565,25.3395522619262,45.815304402429284,29.442577610316107,45.916451829422556,15,0,-0.3862634653465543,-0.8024040570506907,1.6429890179315887,31.80783894168661,0.9999300657962057,-0.011826390691832589,35.0,Medium
2018-04-05,coimbatore,8.719943343449007,78.24669090675573,29.253805355915723,33.03504375004379,25.65431839407712,48.62957288522427,1.8871742624463415,0.0,22.54560861292096,29.828775746367796,46.47017287570628,29.232790809870203,48.96938052187835,29.404698156066125,50.233370602488264,28.054123702384558,53.06780749954118,10.426660935014223,0.16717959392215404,29.732805621177718,38.23091512351658,28.873695299445128,58.682872844829646,30.32767663160116,57.91495614636975,18,0,0.3694965518320263,-1.0125502785424831,2.0881082367819133,31.685284000176935,0.9979887423155984,-0.06339140486951038,35.0,Medium
2018-04-11,coimbatore,8.719943343449007,78.24669090675573,28.228505582797652,30.25535175700831,25.558981162446432,51.28962287569449,3.868160212771132,0.0,24.56353254101538,28.693201798328076,45.797198328339384,28.635202967239387,45.65193718693455,29.010701979675183,47.973900515916846,28.514641344600125,51.20184065273794,9.39480873385615,0.0,31.061956365625537,51.49258203359885,26.76394861167992,45.477832011688776,29.732805621177718,38.23091512351658,24,0,-0.08038066056335341,0.8059430726628618,1.8658579334399406,30.792986726582377,0.986146248341595,-0.16587819893463143,55.0,Medium
2018-04-14,coimbatore,8.719943343449007,78.24669090675573,29.292046698251514,33.45040434780613,26.315584009928344,30.948812463956962,1.9609352370867454,0.0,11.040659228078916,28.14915182342264,51.53302203458182,28.184429925276003,48.209784728636066,28.892702273269467,46.82673617454052,28.577553553904565,50.7529424035962,6.331842025645784,0.6942325869395213,27.602254523575027,56.69577269893903,28.228505582797652,51.28962287569449,28.61030746195986,53.1208227734482,27,0,0.20363265344852224,0.573128768231557,2.8129938529864154,30.83948732144936,0.9762766110869321,-0.21652708524481437,55.0,Medium
2018-04-18,coimbatore,8.719943343449007,78.24669090675573,32.53886996145781,35.65299324366926,28.860777949942065,43.8285189585168,1.835473458729104,0.0,19.723852164953044,30.192234202859098,46.558158733728426,29.62608612581416,48.582408557922285,29.130644546526778,47.11717287242842,29.020188181290358,49.42478422551194,0.9938318630689529,0.6942325869395213,28.093036069172115,36.99215847629755,32.358444801853935,45.8033176005252,28.228505582797652,51.28962287569449,31,0,0.5925521467835493,-2.8885760032095384,2.7532406086174914,34.730295909383656,0.9590788900341131,-0.28313898122818354,35.0,Medium
2018-04-20,coimbatore,8.719943343449007,78.24669090675573,29.947566015825984,33.51562717865312,25.924571592044664,45.779501232465364,1.998528248158476,0.0,16.17405741629782,31.12283470803421,46.540903093105754,30.436689753046796,44.602970940924,29.261864179426283,47.99009285688654,29.30421490313222,48.46491894736923,0.8614121808616753,0.0,30.88206814681884,50.01468908833512,28.093036069172115,36.99215847629755,27.602254523575027,56.69577269893903,33,0,0.057424215220132496,1.3531974811889624,2.2937010007362773,32.23654107744925,0.9487718864399473,-0.31596187665790293,55.0,Medium
2018-04-22,coimbatore,8.719943343449007,78.24669090675573,30.63298270109553,34.77664243121378,28.509693547043632,51.48949269425592,3.0356803116508124,0.0,21.754237531618593,30.61683824254221,53.33678408740098,30.472755069003252,49.95707393596048,29.728199367866345,49.106678302929446,29.498195419746988,49.08497577704342,1.7562860584399398,0.8948738775782645,31.269966010705122,62.74135833548167,30.88206814681884,50.01468908833512,32.358444801853935,45.8033176005252,35,0,0.2081112252456699,1.119873706284701,2.13425326835406,33.20745733580833,0.9373419384643772,-0.3484108069446808,55.0,Medium
2018-04-27,coimbatore,8.719943343449007,78.24669090675573,32.367402561637945,34.81029879325891,30.291092202845753,49.51154540648058,3.263611496114445,0.0,16.06301920943788,30.513872733955598,47.24371321929679,30.428191978766986,49.85693203248004,30.43244086590689,47.22995148670202,29.57864695367218,48.55013938921509,1.7562860584399398,0.8948738775782645,30.197697287740514,50.95069722052424,29.940416499518896,42.728773568857186,29.947566015825984,45.779501232465364,40,0,0.06378202644265257,-1.7787818812305793,2.450904683570951,34.842979831961976,0.9039461929224011,-0.42764620926777464,35.0,Medium
2018-04-29,coimbatore,8.719943343449007,78.24669090675573,30.84457963643883,35.79445647107806,27.007256114363845,52.107674593130795,1.79537793147325,0.0,20.12385181981284,31.86900708685813,47.35813137052349,30.6191448340721,46.76150312895896,30.545949951537672,48.35928853245971,29.831059947185814,48.17789232775812,1.7562860584399398,0.0,32.3950390624976,40.45517411195912,30.197697287740514,50.95069722052424,30.63298270109553,51.48949269425592,42,0,0.4284566760669938,0.32482833316306464,2.1326420172519276,33.44996336609537,0.8887010478292915,-0.45848712914008766,55.0,Medium
2018-05-06,coimbatore,8.719943343449007,78.24669090675573,31.158625326232222,35.20784143958966,26.892970960628336,49.452939598403205,2.4943746323780687,0.0,12.648496947164931,31.98768521179881,52.567357736312694,31.111111338765927,52.371244361744075,30.865128086419016,49.56637374535152,30.12269468112116,49.33404611536901,1.5891064645177857,0.0,32.12342205950594,59.636082949448806,29.29540906139931,50.353472931617695,30.84457963643883,52.107674593130795,49,0,0.22633761138925262,0.29811292092214353,2.2914615379601635,33.63127230615238,0.8271893372462497,-0.5619233046832195,55.0,Medium
2018-05-08,coimbatore,8.719943343449007,78.24669090675573,31.163366267632497,34.649442534521064,27.13283075146935,41.45922122686832,1.6885703237425693,0.0,22.222140267997585,31.530496899569943,46.146145194123385,31.51308922981414,50.996099376578634,31.142277260331593,49.2770139199397,30.39131499108242,49.01360748866335,1.5891064645177857,0.0,32.26949910484512,47.52627475709864,32.12342205950594,59.636082949448806,29.69107971637822,47.86931258252965,51,0,0.07910758386022249,-2.151135866632107,2.654558141995156,33.23632732897591,0.8073707443023492,-0.5900444739548627,35.0,Medium
2018-05-11,coimbatore,8.719943343449007,78.24669090675573,33.59506729292106,36.17773277156653,28.600710381841836,47.755740891235384,2.37395833478881,0.0,20.404570205397224,32.57431080704718,52.534546933300646,32.06254931133676,50.81116561881727,31.583799704565504,50.41076400151196,30.779425891954336,49.68734234915948,1.5891064645177857,0.0,32.11189016400558,58.45635932845136,31.163366267632497,41.45922122686832,32.68100824965827,48.61305066108611,54,0,0.21671218697006697,-0.4917471746938339,2.7169614971556015,35.98285433748283,0.7758587728069828,-0.6309066211876704,35.0,Medium
