date,location,latitude,longitude,crop_type,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,rolling_3d_temp,rolling_3d_rh,rolling_7d_temp,rolling_7d_rh,rolling_14d_temp,rolling_14d_rh,rolling_30d_temp,rolling_30d_rh,rain_sum_30d,rain_sum_7d,lag_1d_temp,lag_1d_rh,lag_3d_temp,lag_3d_rh,lag_7d_temp,lag_7d_rh,consecutive_dry_days,consecutive_wet_days,temp_trend_7d_slope,rh_trend_7d_slope,vpd,heat_index,day_sin,day_cos,risk_score,risk_level
2018-01-14,coimbatore,8.719943343449007,78.24669090675573,Cotton,23.077801988356132,25.647841112834904,21.014502152288248,70.61371601378639,1.681678485577307,3.781099584211256,26.636728567022864,24.36807553017822,68.6658435034228,23.47420817514731,71.53923847790918,23.614396771991487,67.23630265741062,23.614396771991487,67.23630265741062,15.235588957563616,10.037363670829475,23.149648022101722,57.8167458586913,25.061428366544103,82.19667595101134,23.226163970665453,61.481645145690486,0,1,0.42342366338734977,-0.6110698367967804,0.8294823562577787,26.60848778904545,0.23851257519407648,0.9711394088771653,0.0,Low
2018-02-11,coimbatore,8.719943343449007,78.24669090675573,Cotton,26.87593244602435,29.62829693986401,23.239745503670694,54.19050773818967,4.621012938207645,0.0,20.78503180997929,25.420591903377883,58.21733213811287,24.048814429205578,60.07478949386937,24.299364936194895,60.54744634106025,24.325993725946805,62.350211512523956,47.015978391933444,11.16562150202981,24.13175397776111,66.90419535195996,23.59515555943638,54.26656860853169,25.3687812242643,59.132250111428206,1,0,0.6098103001093522,-1.1962897142714817,1.6214138048693214,29.585457832933834,0.6612634749656386,0.7501537286959042,0.0,Low
2018-02-23,coimbatore,8.719943343449007,78.24669090675573,Cotton,24.099611708658085,28.35055240124399,21.954818186982855,52.609061402332976,2.109204572005345,0.0,13.919514390258623,25.46973099101083,52.56256129405443,24.40090879996385,56.077126990581405,24.7558408335551,56.81898213688853,24.58406365547152,58.46083998125818,37.030238733526794,5.185230752225472,28.768056568888788,49.2996431049005,25.274089348342333,59.717944274351375,26.338175438049873,47.06144024026272,5,0,0.6834348846422885,-1.805890152952052,1.4225833921941973,26.730064778774732,0.8009803309782905,0.5986906625177214,0.0,Low
2018-03-01,coimbatore,8.719943343449007,78.24669090675573,Cotton,25.19883758171668,28.08991708500734,21.173432706592685,59.00528409515218,1.2605633680624906,0.0,18.855677800866758,25.622007409675934,52.82082487398287,25.551672727699508,53.138512264393675,25.136188173073954,54.211560973053956,24.701930758787032,57.27261714051826,31.855204452516702,0.6166870753209146,26.816375271045846,49.78995965610079,25.060299727050243,60.11548750295503,28.768056568888788,49.2996431049005,11,0,0.1367336029103705,0.4312362209056843,1.3140817749762945,28.14910178647429,0.8584015232918917,0.512978386299228,55.0,Medium
2018-04-17,coimbatore,8.719943343449007,78.24669090675573,Cotton,28.093036069172115,32.12246630656865,24.15018855869298,36.99215847629755,1.6938417949702669,0.0,20.002162734672606,30.13209248299114,47.21642494773122,29.010319786005567,49.648280546090525,28.930211379363907,46.717344027071256,28.78539921022558,49.901555959997545,0.9938318630689529,0.6942325869395213,29.944796577947365,58.853798766370964,29.292046698251514,30.948812463956962,31.061956365625537,51.49258203359885,30,0,0.32618094272908077,-2.4995075944843452,2.3945846462494904,29.94264399298699,0.9638074231367307,-0.26659942067929354,35.0,Medium
2018-05-09,coimbatore,8.719943343449007,78.24669090675573,Cotton,32.015974964214905,36.64312259284398,27.771465290579357,51.39154058021522,1.3900972451994726,0.0,18.357792168708354,31.81628011223084,46.792345521394054,31.529615004784034,49.776083243533996,31.359381304026353,50.00005988774897,30.56554270833755,49.573012505479696,1.5891064645177857,0.0,31.163366267632497,41.45922122686832,31.158625326232222,49.452939598403205,31.900294539425623,59.93165351152765,52,0,0.1883032424905155,-0.8322594326783237,2.3133102945951753,34.585551993225664,0.7971015927871943,-0.6038452208771035,35.0,Medium
2018-07-23,coimbatore,8.719943343449007,78.24669090675573,Cotton,34.27305141590837,36.29912984479889,31.704629624462484,58.482803628387835,2.1288267479884544,0.0,21.35979929182183,33.60002957821217,59.080513017772205,33.02804461785523,63.85416452770192,32.94135025584614,65.54170367389945,32.950510817301996,62.38320579810472,23.64131036297798,10.15884595778228,31.931808087485557,58.303213512190325,32.62363916954762,67.57885062731533,33.11118953209625,57.870764533029835,2,0,0.3166060550259446,-1.8607693885084662,2.242204810525846,37.19719159732776,-0.3594718130884232,-0.9331559438780432,0.0,Low
2018-08-06,coimbatore,8.719943343449007,78.24669090675573,Cotton,32.17042306697796,36.460854968351654,29.68618929715248,59.23999848363191,2.020081047927868,0.0,13.090358035896513,31.782311408121497,65.9464220667855,31.61816093485081,68.70328283671245,31.618219005879162,69.44613832861167,32.30674841253577,67.01999192118448,45.855497216157076,20.246287462295875,31.943115173856544,66.86045015061761,30.106144994544596,77.04597940554345,32.128608393254105,78.18798903180323,1,0,0.12687623913675308,-1.370906580240985,1.9567889911993088,35.13242299115956,-0.5716666713027052,-0.8204859638785327,0.0,Low
2018-08-13,coimbatore,8.719943343449007,78.24669090675573,Cotton,31.402001572279296,36.1643589012163,26.445583539106757,78.08371036992195,2.257047428986771,1.5671359181490485,22.047104981598245,31.259446882975812,72.26325077051281,31.06993103579527,74.13176602478481,31.344045985323046,71.41752443074863,31.966308760132847,68.50046569844442,62.186563553060054,17.53074949215162,32.990228514533584,70.65461633398974,31.6721304683487,85.14418611712685,32.17042306697796,59.23999848363191,0,5,0.22246496230899815,-0.04129215924038306,1.0073689926061422,35.306187090775396,-0.666088855860977,-0.7458723993404063,40.0,Medium
2018-09-08,coimbatore,8.719943343449007,78.24669090675573,Cotton,29.11554721580035,32.30278803646142,25.100777116888096,70.75033989160933,1.963854571682699,1.2019773020039384,22.172585140485328,28.086592406051125,73.31584476817551,28.725397822209523,75.85960052470936,28.87343870859993,75.65076529947042,29.5398860326442,74.52110177116991,59.20998898792779,10.387370156711318,25.59569185344066,72.7490239126272,28.81346001148121,82.44823727035023,28.784038328762666,85.45601095507382,0,4,-0.18218101095455583,-1.0456459073662683,1.179493399168305,32.65306421038082,-0.9231578729647039,-0.38442104726885545,40.0,Medium
2018-09-15,coimbatore,8.719943343449007,78.24669090675573,Cotton,26.86445186380477,30.99603950196113,23.78640909927266,84.4258237349708,1.795032203752214,1.0658434160189356,10.390700866004549,29.43293083594863,84.17756220372274,29.48664594505753,80.5886725697626,29.106021883633527,78.22413654723597,29.187071562983938,76.94748726047469,53.11878559854412,11.271283035052978,30.513731611908018,82.22317881268667,29.082282503024448,81.59346304609376,29.11554721580035,70.75033989160933,0,1,-0.2750195260951077,1.2835665233911804,0.5508719690637629,31.08574305055331,-0.9626519747161487,-0.2707418984477642,20.0,Low
2018-09-26,coimbatore,8.719943343449007,78.24669090675573,Cotton,27.367938933018895,31.467240283982136,22.642333054576813,89.19627667979037,3.104408693994677,7.93358196988092,25.605035626084526,27.709873558966276,84.87762351243798,26.996902472966138,79.04564440798687,27.953567376966536,81.50831360429694,28.528909466529587,78.97445477018434,60.334527744056004,20.379872665887202,29.105291864799607,70.88302349771608,26.63621020821734,94.08489441881144,28.092932056566852,92.74022202852267,0,3,0.23446351339390448,2.7248239557972243,0.39358275375590823,31.827752767008413,-0.9963950238187231,-0.08483487790576538,20.0,Low
2018-10-08,coimbatore,8.719943343449007,78.24669090675573,Cotton,27.40876659960494,32.167762780788436,22.770584660229186,87.22367519892752,2.944311729715924,5.277835025414889,24.789368231359884,26.892376977731658,87.2415911316876,26.179072791284476,84.7262316184983,27.260711856590635,82.9667195030554,27.821146919317957,81.8053061567532,62.22738584672082,15.804775663405051,25.185185285623557,86.71081497397407,24.897567804022923,90.01151486145562,27.001489859624655,80.37422473957419,0,2,0.1461056578472461,1.3250375262735026,0.4665581097161877,31.769950359551316,-0.9926289059345095,0.121193461470736,20.0,Low
2018-10-09,coimbatore,8.719943343449007,78.24669090675573,Cotton,25.608912190608855,29.052328692890374,21.89182024247901,81.64254224159033,2.295334282022568,2.659988817591233,14.389723838744258,26.067621358612456,85.19234413816397,26.044976134344115,84.64701983949689,27.010970451291296,83.73525655618928,27.637359904899366,81.78359553065705,60.880917283997256,17.18224424434084,27.40876659960494,87.22367519892752,28.08317904796645,87.79028322216125,26.547588789191405,82.19702469460027,0,3,0.13766216461870825,0.6333269610479294,0.6029518580131055,29.691039302688374,-0.9903973200352558,0.1382503109109819,20.0,Low
